
	Screening and Risk Factors Report for United States by County
(2008-2010 County Level Modeled Estimate Combining BRFSS & NHIS)

Ever Smoked
"All Races (includes Hispanic), Both Sexes, Ages 18+"
Healthy People 2020 Objective Number: n/a

Sorted by Percent

County, FIPS,Met Objective?(1),"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"St. Charles Parish, Louisiana",22089,n/a,44.0 ,35.3, 52.6
"Sumter County, Georgia",13261,n/a,44.0 ,34.7, 53.3
"Wilson County, North Carolina",37195,n/a,44.0 ,35.5, 52.5
"Woodford County, Kentucky",21239,n/a,44.0 ,34.7, 53.2
"Burke County, Georgia",13033,n/a,43.9 ,33.7, 54.0
"Chaves County, New Mexico",35005,n/a,43.9 ,35.4, 52.3
"Harding County, New Mexico",35021,n/a,43.9 ,29.8, 58.1
"Holmes County, Florida",12059,n/a,43.9 ,34.6, 53.3
"McHenry County, Illinois",17111,n/a,43.9 ,35.9, 51.9
"Nevada County, Arkansas",05099,n/a,43.9 ,32.4, 55.3
"Orangeburg County, South Carolina",45075,n/a,43.9 ,34.9, 52.8
"Saginaw County, Michigan",26145,n/a,43.9 ,36.2, 51.5
"Saratoga County, New York",36091,n/a,43.9 ,36.6, 51.2
"Shawnee County, Kansas",20177,n/a,43.9 ,36.7, 51.1
"Vernon Parish, Louisiana",22115,n/a,43.9 ,34.2, 53.5
"Vilas County, Wisconsin",55125,n/a,43.9 ,34.2, 53.6
"Washoe County, Nevada",32031,n/a,43.9 ,37.5, 50.3
"Abbeville County, South Carolina",45001,n/a,43.8 ,34.9, 52.6
"Baldwin County, Alabama",01003,n/a,43.8 ,35.7, 51.9
"Crockett County, Texas",48105,n/a,43.8 ,30.3, 57.3
"DeBaca County, New Mexico",35011,n/a,43.8 ,32.5, 55.2
"Goochland County, Virginia",51075,n/a,43.8 ,33.0, 54.6
"Jefferson County, Oregon",41031,n/a,43.8 ,34.6, 52.9
"Onslow County, North Carolina",37133,n/a,43.8 ,35.8, 51.8
"Payne County, Oklahoma",40119,n/a,43.8 ,33.5, 54.1
"St. Mary Parish, Louisiana",22101,n/a,43.8 ,35.5, 52.0
"Sumner County, Tennessee",47165,n/a,43.8 ,36.4, 51.3
"Aiken County, South Carolina",45003,n/a,43.7 ,37.4, 50.0
"Brevard County, Florida",12009,n/a,43.7 ,37.6, 49.8
"Brooks County, Georgia",13027,n/a,43.7 ,33.9, 53.4
"Cherry County, Nebraska",31031,n/a,43.7 ,32.8, 54.5
"Garden County, Nebraska",31069,n/a,43.7 ,31.7, 55.7
"Gaston County, North Carolina",37071,n/a,43.7 ,36.4, 51.0
"Harnett County, North Carolina",37085,n/a,43.7 ,35.4, 52.0
"Northampton County, North Carolina",37131,n/a,43.7 ,33.8, 53.7
"Oceana County, Michigan",26127,n/a,43.7 ,34.0, 53.4
"Oklahoma County, Oklahoma",40109,n/a,43.7 ,37.8, 49.6
"Orange County, Virginia",51137,n/a,43.7 ,35.8, 51.6
"Putnam County, Georgia",13237,n/a,43.7 ,33.8, 53.6
"Shelby County, Texas",48419,n/a,43.7 ,34.4, 53.0
"Wilson County, Texas",48493,n/a,43.7 ,34.0, 53.4
"Angelina County, Texas",48005,n/a,43.6 ,36.5, 50.7
"Buffalo County, Nebraska",31019,n/a,43.6 ,34.6, 52.6
"Chatham County, Georgia",13051,n/a,43.6 ,36.8, 50.3
"Clark County, Wisconsin",55019,n/a,43.6 ,34.4, 52.8
"Douglas County, Georgia",13097,n/a,43.6 ,34.5, 52.7
"Douglas County, Washington",53017,n/a,43.6 ,35.3, 52.0
"Echols County, Georgia",13101,n/a,43.6 ,31.7, 55.5
"Greenwood County, South Carolina",45047,n/a,43.6 ,35.3, 51.9
"Harris County, Georgia",13145,n/a,43.6 ,34.3, 52.9
"Hawaii County, Hawaii",15001,n/a,43.6 ,36.8, 50.3
"Hempstead County, Arkansas",05057,n/a,43.6 ,33.7, 53.5
"Hunterdon County, New Jersey",34019,n/a,43.6 ,35.6, 51.6
"Kent County, Delaware",10001,n/a,43.6 ,34.9, 52.4
"La Salle County, Texas",48283,n/a,43.6 ,30.8, 56.4
"Lowndes County, Georgia",13185,n/a,43.6 ,34.7, 52.5
"Mecosta County, Michigan",26107,n/a,43.6 ,35.4, 51.8
"Platte County, Missouri",29165,n/a,43.6 ,34.9, 52.4
"Rock County, Minnesota",27133,n/a,43.6 ,33.3, 53.8
"San Patricio County, Texas",48409,n/a,43.6 ,34.6, 52.7
"Allegheny County, Pennsylvania",42003,n/a,43.5 ,38.1, 48.9
"Cass County, Minnesota",27021,n/a,43.5 ,34.3, 52.8
"Clay County, Minnesota",27027,n/a,43.5 ,34.1, 52.9
"Columbia County, Arkansas",05027,n/a,43.5 ,33.6, 53.3
"Dubuque County, Iowa",19061,n/a,43.5 ,36.6, 50.4
"Duval County, Florida",12031,n/a,43.5 ,37.4, 49.6
"Ector County, Texas",48135,n/a,43.5 ,36.5, 50.5
"Emmet County, Iowa",19063,n/a,43.5 ,33.7, 53.3
"Floyd County, Georgia",13115,n/a,43.5 ,36.1, 50.9
"Grant County, Kansas",20067,n/a,43.5 ,33.6, 53.4
"Hale County, Texas",48189,n/a,43.5 ,33.5, 53.5
"Kearny County, Kansas",20093,n/a,43.5 ,32.9, 54.0
"Knox County, Nebraska",31107,n/a,43.5 ,34.1, 52.9
"Nuckolls County, Nebraska",31129,n/a,43.5 ,32.8, 54.3
"Oconee County, Georgia",13219,n/a,43.5 ,34.0, 52.9
"Rio Arriba County, New Mexico",35039,n/a,43.5 ,34.2, 52.7
"Wayne County, Michigan",26163,n/a,43.5 ,39.0, 48.0
"Albany County, New York",36001,n/a,43.4 ,35.6, 51.2
"Assumption Parish, Louisiana",22007,n/a,43.4 ,33.4, 53.3
"Baltimore City, Maryland",24510,n/a,43.4 ,36.6, 50.1
"Calhoun County, Texas",48057,n/a,43.4 ,33.1, 53.6
"Divide County, North Dakota",38023,n/a,43.4 ,30.4, 56.3
"Gates County, North Carolina",37073,n/a,43.4 ,33.0, 53.8
"Georgetown County, South Carolina",45043,n/a,43.4 ,35.2, 51.6
"Glynn County, Georgia",13127,n/a,43.4 ,34.7, 52.0
"Lincoln County, Nevada",32017,n/a,43.4 ,32.2, 54.6
"Multnomah County, Oregon",41051,n/a,43.4 ,37.6, 49.1
"Newberry County, South Carolina",45071,n/a,43.4 ,34.8, 51.9
"Santa Rosa County, Florida",12113,n/a,43.4 ,34.9, 52.0
"St. Clair County, Illinois",17163,n/a,43.4 ,35.7, 51.2
"St. Johns County, Florida",12109,n/a,43.4 ,35.1, 51.6
"Ashley County, Arkansas",05003,n/a,43.3 ,33.9, 52.7
"Bamberg County, South Carolina",45009,n/a,43.3 ,33.1, 53.4
"Calhoun County, South Carolina",45017,n/a,43.3 ,33.3, 53.4
"Clark County, Arkansas",05019,n/a,43.3 ,32.1, 54.5
"Gregg County, Texas",48183,n/a,43.3 ,34.4, 52.2
"Howard County, Nebraska",31093,n/a,43.3 ,33.7, 52.8
"Lake County, Illinois",17097,n/a,43.3 ,37.3, 49.2
"Lyon County, Kansas",20111,n/a,43.3 ,33.7, 53.0
"Martin County, Florida",12085,n/a,43.3 ,35.3, 51.2
"Pike County, Pennsylvania",42103,n/a,43.3 ,33.4, 53.3
"Pulaski County, Arkansas",05119,n/a,43.3 ,36.0, 50.7
"Quitman County, Georgia",13239,n/a,43.3 ,30.7, 55.8
"Taos County, New Mexico",35055,n/a,43.3 ,33.8, 52.8
"Union County, Ohio",39159,n/a,43.3 ,34.7, 51.9
"Waseca County, Minnesota",27161,n/a,43.3 ,34.5, 52.0
"Wright County, Minnesota",27171,n/a,43.3 ,34.9, 51.6
"Barrow County, Georgia",13013,n/a,43.2 ,35.0, 51.4
"Benton County, Washington",53005,n/a,43.2 ,35.8, 50.6
"Clay County, South Dakota",46027,n/a,43.2 ,28.9, 57.5
"Franklin County, Texas",48159,n/a,43.2 ,32.6, 53.7
"Grant County, New Mexico",35017,n/a,43.2 ,34.2, 52.3
"Ionia County, Michigan",26067,n/a,43.2 ,33.8, 52.7
"Jackson County, Missouri",29095,n/a,43.2 ,37.0, 49.3
"Maui County, Hawaii",15009,n/a,43.2 ,34.4, 51.9
"Mercer County, New Jersey",34021,n/a,43.2 ,36.9, 49.4
"Moore County, North Carolina",37125,n/a,43.2 ,34.8, 51.5
"Nantucket County, Massachusetts",25019,n/a,43.2 ,31.1, 55.4
"Ocean County, New Jersey",34029,n/a,43.2 ,37.8, 48.7
"Roger Mills County, Oklahoma",40129,n/a,43.2 ,30.6, 55.9
"Sevier County, Utah",49041,n/a,43.2 ,33.8, 52.6
"Sublette County, Wyoming",56035,n/a,43.2 ,33.3, 53.1
"Tallahatchie County, Mississippi",28135,n/a,43.2 ,32.6, 53.9
"Washington County, Rhode Island",44009,n/a,43.2 ,35.4, 51.1
"Weber County, Utah",49057,n/a,43.2 ,35.9, 50.6
"Highlands County, Florida",12055,n/a,43.1 ,34.7, 51.5
"Jefferson Parish, Louisiana",22051,n/a,43.1 ,36.1, 50.2
"Lexington City, Virginia",51678,n/a,43.1 ,29.9, 56.3
"Nacogdoches County, Texas",48347,n/a,43.1 ,33.9, 52.3
"Pierce County, Nebraska",31139,n/a,43.1 ,33.4, 52.9
"Platte County, Nebraska",31141,n/a,43.1 ,34.3, 51.9
"Socorro County, New Mexico",35053,n/a,43.1 ,33.1, 53.0
"Stevens County, Kansas",20189,n/a,43.1 ,31.5, 54.7
"Cottonwood County, Minnesota",27033,n/a,43.0 ,33.5, 52.6
"Ellis County, Texas",48139,n/a,43.0 ,34.6, 51.4
"Lee County, Florida",12071,n/a,43.0 ,36.5, 49.4
"Augusta County, Virginia",51015,n/a,42.9 ,34.0, 51.8
"Benton County, Mississippi",28009,n/a,42.9 ,31.3, 54.4
"Bulloch County, Georgia",13031,n/a,42.9 ,35.9, 50.0
"Camden County, Georgia",13039,n/a,42.9 ,34.0, 51.9
"Caribou County, Idaho",16029,n/a,42.9 ,33.4, 52.5
"Chelan County, Washington",53007,n/a,42.9 ,34.5, 51.3
"Delaware County, Ohio",39041,n/a,42.9 ,34.7, 51.1
"Essex County, Massachusetts",25009,n/a,42.9 ,37.7, 48.2
"Galveston County, Texas",48167,n/a,42.9 ,34.4, 51.5
"Grady County, Georgia",13131,n/a,42.9 ,33.8, 51.9
"Lee County, Alabama",01081,n/a,42.9 ,34.5, 51.4
"Powhatan County, Virginia",51145,n/a,42.9 ,32.4, 53.3
"Reagan County, Texas",48383,n/a,42.9 ,29.5, 56.4
"Richmond County, New York",36085,n/a,42.9 ,34.9, 50.8
"Sioux County, Nebraska",31165,n/a,42.9 ,28.5, 57.4
"Anoka County, Minnesota",27003,n/a,42.8 ,36.5, 49.2
"Bucks County, Pennsylvania",42017,n/a,42.8 ,36.9, 48.8
"Coahoma County, Mississippi",28027,n/a,42.8 ,33.0, 52.7
"Hartford County, Connecticut",09003,n/a,42.8 ,36.8, 48.8
"La Plata County, Colorado",08067,n/a,42.8 ,34.1, 51.5
"Marion County, Indiana",18097,n/a,42.8 ,37.6, 47.9
"Northampton County, Pennsylvania",42095,n/a,42.8 ,36.3, 49.2
"Peoria County, Illinois",17143,n/a,42.8 ,35.8, 49.7
"Snohomish County, Washington",53061,n/a,42.8 ,37.4, 48.1
"Stanton County, Kansas",20187,n/a,42.8 ,29.7, 56.0
"Swisher County, Texas",48437,n/a,42.8 ,32.0, 53.6
"Allen Parish, Louisiana",22003,n/a,42.7 ,35.3, 50.2
"Barton County, Kansas",20009,n/a,42.7 ,33.5, 51.9
"Bedford County, Tennessee",47003,n/a,42.7 ,33.7, 51.7
"DuPage County, Illinois",17043,n/a,42.7 ,37.1, 48.2
"Franklin County, Mississippi",28037,n/a,42.7 ,32.4, 52.9
"Hamilton County, Nebraska",31081,n/a,42.7 ,32.7, 52.7
"Hockley County, Texas",48219,n/a,42.7 ,33.1, 52.3
"Midland County, Texas",48329,n/a,42.7 ,35.7, 49.7
"Nevada County, California",06057,n/a,42.7 ,34.2, 51.1
"Ouachita Parish, Louisiana",22073,n/a,42.7 ,34.2, 51.2
"St. Croix County, Wisconsin",55109,n/a,42.7 ,34.0, 51.4
"St. Louis County, Missouri",29189,n/a,42.7 ,37.7, 47.7
"Uintah County, Utah",49047,n/a,42.7 ,34.1, 51.3
"Washington County, Texas",48477,n/a,42.7 ,33.6, 51.9
"Zavala County, Texas",48507,n/a,42.7 ,30.4, 54.9
"Charlottesville City, Virginia",51540,n/a,42.6 ,31.9, 53.3
"Duchesne County, Utah",49013,n/a,42.6 ,33.0, 52.2
"Frio County, Texas",48163,n/a,42.6 ,30.9, 54.2
"Jones County, Georgia",13169,n/a,42.6 ,33.5, 51.6
"Kenedy County, Texas",48261,n/a,42.6 ,26.8, 58.3
"Lafayette Parish, Louisiana",22055,n/a,42.6 ,35.2, 49.9
"Lee County, North Carolina",37105,n/a,42.6 ,35.6, 49.5
"Montrose County, Colorado",08085,n/a,42.6 ,34.2, 50.9
"Morgan County, Utah",49029,n/a,42.6 ,31.8, 53.4
"Renville County, Minnesota",27129,n/a,42.6 ,32.8, 52.5
"Steuben County, New York",36101,n/a,42.6 ,35.3, 49.8
"Carroll County, Georgia",13045,n/a,42.5 ,34.1, 51.0
"Cumberland County, North Carolina",37051,n/a,42.5 ,34.1, 50.8
"DeSoto County, Florida",12027,n/a,42.5 ,32.9, 52.1
"Gunnison County, Colorado",08051,n/a,42.5 ,31.0, 54.0
"Hamilton County, Ohio",39061,n/a,42.5 ,36.8, 48.3
"Lake County, Indiana",18089,n/a,42.5 ,36.4, 48.7
"Lincoln Parish, Louisiana",22061,n/a,42.5 ,32.6, 52.4
"Lyon County, Iowa",19119,n/a,42.5 ,32.8, 52.2
"Lyon County, Minnesota",27083,n/a,42.5 ,35.2, 49.8
"McKinley County, New Mexico",35031,n/a,42.5 ,31.9, 53.1
"Middlesex County, Massachusetts",25017,n/a,42.5 ,38.2, 46.8
"Racine County, Wisconsin",55101,n/a,42.5 ,34.7, 50.4
"Calumet County, Wisconsin",55015,n/a,42.4 ,33.3, 51.6
"Cochise County, Arizona",04003,n/a,42.4 ,34.9, 49.9
"Dallas County, Alabama",01047,n/a,42.4 ,33.5, 51.2
"Faulkner County, Arkansas",05045,n/a,42.4 ,34.7, 50.2
"Jefferson County, Georgia",13163,n/a,42.4 ,34.1, 50.6
"Johnston County, North Carolina",37101,n/a,42.4 ,33.3, 51.5
"Mendocino County, California",06045,n/a,42.4 ,34.1, 50.6
"Ascension Parish, Louisiana",22005,n/a,42.3 ,33.2, 51.4
"Davidson County, Tennessee",47037,n/a,42.3 ,36.0, 48.7
"East Carroll Parish, Louisiana",22035,n/a,42.3 ,29.5, 55.1
"Fauquier County, Virginia",51061,n/a,42.3 ,33.5, 51.0
"Kitsap County, Washington",53035,n/a,42.3 ,35.4, 49.1
"Leelanau County, Michigan",26089,n/a,42.3 ,32.5, 52.2
"Leflore County, Mississippi",28083,n/a,42.3 ,31.8, 52.9
"Linn County, Iowa",19113,n/a,42.3 ,35.2, 49.4
"Marion County, Oregon",41047,n/a,42.3 ,34.3, 50.3
"Montgomery County, Alabama",01101,n/a,42.3 ,35.5, 49.2
"Montgomery County, Ohio",39113,n/a,42.3 ,36.2, 48.5
"Roanoke County, Virginia",51161,n/a,42.3 ,34.6, 50.0
"Sioux County, Iowa",19167,n/a,42.3 ,32.3, 52.2
"St. Landry Parish, Louisiana",22097,n/a,42.3 ,33.5, 51.1
"Sumter County, South Carolina",45085,n/a,42.3 ,34.0, 50.7
"Tippecanoe County, Indiana",18157,n/a,42.3 ,32.9, 51.8
"Tuscaloosa County, Alabama",01125,n/a,42.3 ,33.3, 51.3
"Waukesha County, Wisconsin",55133,n/a,42.3 ,35.6, 48.9
"Wayne County, North Carolina",37191,n/a,42.3 ,35.6, 49.0
"Centre County, Pennsylvania",42027,n/a,42.2 ,32.8, 51.6
"Graham County, Arizona",04009,n/a,42.2 ,33.0, 51.3
"Hays County, Texas",48209,n/a,42.2 ,34.0, 50.5
"Jasper County, Mississippi",28061,n/a,42.2 ,32.0, 52.3
"Kinney County, Texas",48271,n/a,42.2 ,30.6, 53.9
"Lassen County, California",06035,n/a,42.2 ,31.7, 52.7
"Minidoka County, Idaho",16067,n/a,42.2 ,33.3, 51.2
"Perry County, Mississippi",28111,n/a,42.2 ,31.1, 53.2
"Comal County, Texas",48091,n/a,42.1 ,33.6, 50.5
"Ellis County, Oklahoma",40045,n/a,42.1 ,31.7, 52.4
"Harrisonburg City, Virginia",51660,n/a,42.1 ,29.5, 54.6
"Washington County, Alabama",01129,n/a,42.1 ,32.2, 52.1
"Whitfield County, Georgia",13313,n/a,42.1 ,33.2, 50.9
"Yuma County, Colorado",08125,n/a,42.1 ,32.3, 51.9
"Cleveland County, Oklahoma",40027,n/a,42.0 ,34.7, 49.3
"Culberson County, Texas",48109,n/a,42.0 ,28.8, 55.2
"Greenville County, South Carolina",45045,n/a,42.0 ,34.7, 49.3
"Lubbock County, Texas",48303,n/a,42.0 ,36.0, 47.9
"Morgan County, Colorado",08087,n/a,42.0 ,33.4, 50.6
"Perkins County, Nebraska",31135,n/a,42.0 ,31.6, 52.3
"Sandoval County, New Mexico",35043,n/a,42.0 ,33.5, 50.5
"St. Helena Parish, Louisiana",22091,n/a,42.0 ,32.1, 51.9
"Tulsa County, Oklahoma",40143,n/a,42.0 ,36.2, 47.8
"Baker County, Georgia",13007,n/a,41.9 ,29.5, 54.2
"Clay County, Kansas",20027,n/a,41.9 ,31.3, 52.4
"Eddy County, North Dakota",38027,n/a,41.9 ,29.0, 54.8
"Lancaster County, Pennsylvania",42071,n/a,41.9 ,35.8, 48.0
"Sumter County, Alabama",01119,n/a,41.9 ,32.3, 51.4
"Concordia Parish, Louisiana",22029,n/a,41.8 ,32.3, 51.3
"DeKalb County, Illinois",17037,n/a,41.8 ,33.6, 50.1
"Franklin County, North Carolina",37069,n/a,41.8 ,32.6, 50.9
"Hamilton County, Indiana",18057,n/a,41.8 ,34.0, 49.6
"Lee County, Arkansas",05077,n/a,41.8 ,31.5, 52.2
"Luna County, New Mexico",35029,n/a,41.8 ,31.6, 52.0
"Macon County, Alabama",01087,n/a,41.8 ,33.5, 50.0
"Menominee County, Wisconsin",55078,n/a,41.8 ,31.0, 52.5
"Newport News City, Virginia",51700,n/a,41.8 ,33.1, 50.5
"Oakland County, Michigan",26125,n/a,41.8 ,36.9, 46.8
"Oliver County, North Dakota",38065,n/a,41.8 ,29.5, 54.1
"Polk County, Iowa",19153,n/a,41.8 ,35.0, 48.7
"Sevier County, Arkansas",05133,n/a,41.8 ,32.7, 50.8
"Arapahoe County, Colorado",08005,n/a,41.7 ,34.7, 48.6
"Campbell County, Kentucky",21037,n/a,41.7 ,33.5, 49.9
"Chester County, Pennsylvania",42029,n/a,41.7 ,35.4, 48.0
"Clackamas County, Oregon",41005,n/a,41.7 ,34.7, 48.7
"Dickenson County, Virginia",51051,n/a,41.7 ,31.0, 52.3
"Duplin County, North Carolina",37061,n/a,41.7 ,32.6, 50.7
"Hanover County, Virginia",51085,n/a,41.7 ,33.3, 50.1
"Jeff Davis County, Texas",48243,n/a,41.7 ,28.5, 55.0
"Newport County, Rhode Island",44005,n/a,41.7 ,32.0, 51.4
"Northumberland County, Virginia",51133,n/a,41.7 ,31.6, 51.8
"Pierce County, Wisconsin",55093,n/a,41.7 ,33.1, 50.3
"Rankin County, Mississippi",28121,n/a,41.7 ,35.0, 48.4
"Roosevelt County, New Mexico",35041,n/a,41.7 ,32.0, 51.4
"Sully County, South Dakota",46119,n/a,41.7 ,25.1, 58.3
"Tolland County, Connecticut",09013,n/a,41.7 ,33.6, 49.8
"Wharton County, Texas",48481,n/a,41.7 ,32.6, 50.8
"Claiborne County, Mississippi",28021,n/a,41.6 ,28.5, 54.8
"Lamar County, Mississippi",28073,n/a,41.6 ,32.6, 50.7
"Montgomery County, North Carolina",37123,n/a,41.6 ,33.4, 49.7
"Autauga County, Alabama",01001,n/a,41.5 ,32.6, 50.4
"Bee County, Texas",48025,n/a,41.5 ,30.6, 52.4
"Madison County, Arkansas",05087,n/a,41.5 ,31.6, 51.4
"Pima County, Arizona",04019,n/a,41.5 ,36.1, 47.0
"Pitt County, North Carolina",37147,n/a,41.5 ,32.9, 50.1
"Conejos County, Colorado",08021,n/a,41.4 ,29.6, 53.3
"Lincoln County, Idaho",16063,n/a,41.4 ,30.4, 52.3
"Lowndes County, Alabama",01085,n/a,41.4 ,31.2, 51.5
"Marshall County, Minnesota",27089,n/a,41.4 ,31.8, 51.1
"Oglethorpe County, Georgia",13221,n/a,41.4 ,31.6, 51.2
"Osceola County, Iowa",19143,n/a,41.4 ,30.7, 52.1
"Sampson County, North Carolina",37163,n/a,41.4 ,32.6, 50.3
"Spartanburg County, South Carolina",45083,n/a,41.4 ,33.6, 49.2
"Titus County, Texas",48449,n/a,41.4 ,31.8, 50.9
"Bell County, Texas",48027,n/a,41.3 ,34.4, 48.2
"Clayton County, Iowa",19043,n/a,41.3 ,31.9, 50.7
"Dinwiddie County, Virginia",51053,n/a,41.3 ,32.2, 50.4
"LaGrange County, Indiana",18087,n/a,41.3 ,32.1, 50.5
"McLean County, Illinois",17113,n/a,41.3 ,32.1, 50.5
"Washington County, Arkansas",05143,n/a,41.3 ,32.6, 50.0
"Yalobusha County, Mississippi",28161,n/a,41.3 ,28.8, 53.9
"Broome County, New York",36007,n/a,41.2 ,33.4, 48.9
"Buffalo County, Wisconsin",55011,n/a,41.2 ,31.8, 50.6
"Cass County, North Dakota",38017,n/a,41.2 ,31.4, 51.0
"King George County, Virginia",51099,n/a,41.2 ,30.9, 51.6
"Petersburg City, Virginia",51730,n/a,41.2 ,31.4, 51.0
"Sarasota County, Florida",12115,n/a,41.2 ,33.9, 48.5
"St. Marys County, Maryland",24037,n/a,41.2 ,32.5, 50.0
"Washtenaw County, Michigan",26161,n/a,41.2 ,34.4, 48.1
"Bannock County, Idaho",16005,n/a,41.1 ,34.1, 48.2
"Cochran County, Texas",48079,n/a,41.1 ,27.7, 54.5
"Erie County, New York",36029,n/a,41.1 ,35.2, 47.1
"Floyd County, Iowa",19067,n/a,41.1 ,31.2, 51.0
"Hinds County, Mississippi",28049,n/a,41.1 ,32.3, 49.8
"Irwin County, Georgia",13155,n/a,41.1 ,30.1, 52.1
"Kalamazoo County, Michigan",26077,n/a,41.1 ,33.1, 49.1
"Marlboro County, South Carolina",45069,n/a,41.1 ,31.3, 50.9
"Pitkin County, Colorado",08097,n/a,41.1 ,28.1, 54.2
"Scott County, Iowa",19163,n/a,41.1 ,32.9, 49.2
"Nueces County, Texas",48355,n/a,41.0 ,34.2, 47.7
"Phillips County, Arkansas",05107,n/a,41.0 ,31.2, 50.9
"Yoakum County, Texas",48501,n/a,41.0 ,30.9, 51.2
"Flagler County, Florida",12035,n/a,40.9 ,31.6, 50.2
"Ingham County, Michigan",26065,n/a,40.9 ,33.5, 48.4
"Larimer County, Colorado",08069,n/a,40.9 ,34.3, 47.5
"Morris County, New Jersey",34027,n/a,40.9 ,35.1, 46.7
"New Haven County, Connecticut",09009,n/a,40.9 ,36.1, 45.6
"Smith County, Texas",48423,n/a,40.9 ,32.6, 49.1
"Bradley County, Arkansas",05011,n/a,40.8 ,30.1, 51.4
"Collier County, Florida",12021,n/a,40.8 ,32.0, 49.5
"Culpeper County, Virginia",51047,n/a,40.8 ,31.9, 49.7
"Lafayette County, Wisconsin",55065,n/a,40.8 ,31.1, 50.4
"Rusk County, Texas",48401,n/a,40.8 ,31.4, 50.2
"Uvalde County, Texas",48463,n/a,40.8 ,31.0, 50.5
"Coconino County, Arizona",04005,n/a,40.7 ,30.9, 50.4
"Curry County, New Mexico",35009,n/a,40.7 ,30.9, 50.5
"Fairfield County, Connecticut",09001,n/a,40.7 ,35.5, 45.9
"Gonzales County, Texas",48177,n/a,40.7 ,31.2, 50.2
"Hudspeth County, Texas",48229,n/a,40.7 ,27.8, 53.5
"Liberty County, Florida",12077,n/a,40.7 ,29.8, 51.6
"Mono County, California",06051,n/a,40.7 ,29.6, 51.8
"Montgomery County, Pennsylvania",42091,n/a,40.7 ,35.0, 46.5
"Placer County, California",06061,n/a,40.7 ,32.5, 48.9
"Portsmouth City, Virginia",51740,n/a,40.7 ,32.0, 49.5
"Sacramento County, California",06067,n/a,40.7 ,36.1, 45.2
"Wilkinson County, Georgia",13319,n/a,40.7 ,31.5, 49.8
"Caddo Parish, Louisiana",22017,n/a,40.6 ,32.4, 48.8
"Grant County, Nebraska",31075,n/a,40.6 ,26.7, 54.6
"Houston County, Georgia",13153,n/a,40.6 ,33.4, 47.8
"Lea County, New Mexico",35025,n/a,40.6 ,31.5, 49.6
"Monroe County, New York",36055,n/a,40.6 ,35.1, 46.1
"Steele County, Minnesota",27147,n/a,40.6 ,32.6, 48.5
"Suffolk City, Virginia",51800,n/a,40.6 ,31.3, 49.9
"Teton County, Wyoming",56039,n/a,40.6 ,28.6, 52.5
"Walker County, Texas",48471,n/a,40.6 ,28.6, 52.7
"Cook County, Illinois",17031,n/a,40.5 ,37.7, 43.3
"Elmore County, Alabama",01051,n/a,40.5 ,32.0, 49.0
"Hendry County, Florida",12051,n/a,40.5 ,31.4, 49.6
"Lehigh County, Pennsylvania",42077,n/a,40.5 ,34.1, 47.0
"Polk County, Oregon",41053,n/a,40.5 ,34.0, 47.0
"St. Joseph County, Indiana",18141,n/a,40.5 ,33.6, 47.3
"Will County, Illinois",17197,n/a,40.5 ,33.4, 47.6
"Woodson County, Kansas",20207,n/a,40.5 ,29.8, 51.1
"Franklin County, Ohio",39049,n/a,40.4 ,35.6, 45.2
"Pinal County, Arizona",04021,n/a,40.4 ,32.3, 48.5
"Sibley County, Minnesota",27143,n/a,40.4 ,30.6, 50.2
"Sutton County, Texas",48435,n/a,40.4 ,28.4, 52.4
"Broward County, Florida",12011,n/a,40.3 ,35.8, 44.8
"Coweta County, Georgia",13077,n/a,40.3 ,31.8, 48.7
"Greene County, North Carolina",37079,n/a,40.3 ,30.2, 50.3
"Hood River County, Oregon",41027,n/a,40.3 ,30.8, 49.8
"Jackson County, Minnesota",27063,n/a,40.3 ,30.3, 50.4
"Stevens County, Minnesota",27149,n/a,40.3 ,30.2, 50.4
"Williamsburg County, South Carolina",45089,n/a,40.3 ,30.4, 50.1
"Blaine County, Idaho",16013,n/a,40.2 ,30.9, 49.5
"Buchanan County, Virginia",51027,n/a,40.2 ,28.3, 52.1
"Faulk County, South Dakota",46049,n/a,40.2 ,24.7, 55.8
"Palm Beach County, Florida",12099,n/a,40.2 ,33.9, 46.4
"Bergen County, New Jersey",34003,n/a,40.1 ,34.7, 45.5
"Guadalupe County, Texas",48187,n/a,40.1 ,30.8, 49.4
"Kane County, Illinois",17089,n/a,40.1 ,34.1, 46.2
"King County, Washington",53033,n/a,40.1 ,36.3, 43.8
"Oktibbeha County, Mississippi",28105,n/a,40.1 ,29.6, 50.5
"Richmond City, Virginia",51760,n/a,40.1 ,32.7, 47.5
"St. Tammany Parish, Louisiana",22103,n/a,40.1 ,33.4, 46.9
"Champaign County, Illinois",17019,n/a,40.0 ,33.0, 47.0
"Crosby County, Texas",48107,n/a,40.0 ,29.5, 50.5
"Fayette County, Tennessee",47047,n/a,40.0 ,29.9, 50.2
"Garza County, Texas",48169,n/a,40.0 ,28.5, 51.6
"Stafford County, Virginia",51179,n/a,40.0 ,31.0, 49.1
"Alamosa County, Colorado",08003,n/a,39.9 ,30.1, 49.6
"Brazoria County, Texas",48039,n/a,39.9 ,31.5, 48.3
"Brewster County, Texas",48043,n/a,39.9 ,28.0, 51.7
"Dutchess County, New York",36027,n/a,39.9 ,32.1, 47.8
